Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
4,3,2015-04-01,10466,1126,1,1,0,0
4,4,2015-04-02,9502,1033,1,0,0,0
4,5,2015-04-03,6015,594,1,0,b,0
4,6,2015-04-04,8920,951,1,1,0,1
4,7,2015-04-05,5697,607,1,0,0,1
4,1,2015-04-06,8392,779,1,1,a,0
4,2,2015-04-07,9147,958,1,0,0,1
4,3,2015-04-08,9689,1053,1,0,0,0
4,4,2015-04-09,8929,964,1,0,0,0
4,5,2015-04-10,9614,924,1,0,0,0
4,6,2015-04-11,6898,711,1,0,0,0
4,7,2015-04-12,7135,711,1,1,0,0
4,1,2015-04-13,10720,1216,1,0,0,1
4,2,2015-04-14,11187,1057,1,1,0,0
4,3,2015-04-15,12742,1180,1,1,0,0
4,4,2015-04-16,11635,1283,1,1,0,1
4,5,2015-04-17,13171,1503,1,1,0,0
4,6,2015-04-18,7510,833,1,1,0,0
4,7,2015-04-19,5365,500,1,0,0,0
4,1,2015-04-20,13055,1509,1,1,0,0
4,2,2015-04-21,10932,1163,1,0,0,0
4,3,2015-04-22,10023,922,1,1,0,0
4,4,2015-04-23,10834,1046,1,0,0,0
4,5,2015-04-24,10883,1203,1,0,0,0
4,6,2015-04-25,8466,867,1,0,0,0
4,7,2015-04-26,0,0,0,0,0,1
4,1,2015-04-27,10641,1032,1,0,0,1
4,2,2015-04-28,11426,1279,1,0,0,1
4,3,2015-04-29,10462,1136,1,0,0,0
4,4,2015-04-30,10070,1129,1,0,0,1
4,5,2015-05-01,5161,514,1,0,b,0
4,6,2015-05-02,5750,565,1,0,0,0
4,7,2015-05-03,5914,609,1,0,0,0
4,1,2015-05-04,11817,1360,1,1,0,0
4,2,2015-05-05,10238,973,1,0,0,0
4,3,2015-05-06,12179,1278,1,1,0,0
4,4,2015-05-07,11646,1062,1,0,0,0
4,5,2015-05-08,13680,1264,1,1,0,0
4,6,2015-05-09,8895,983,1,1,0,0
4,7,2015-05-10,5573,510,1,0,0,0
4,1,2015-05-11,15645,1591,1,1,0,0
4,2,2015-05-12,12794,1361,1,1,0,0
4,3,2015-05-13,8683,851,1,0,0,0
4,4,2015-05-14,9757,1129,1,0,0,0
4,5,2015-05-15,10721,1207,1,0,0,0
4,6,2015-05-16,9279,1065,1,1,0,0
4,7,2015-05-17,6243,731,1,0,0,0
4,1,2015-05-18,10535,1021,1,0,0,0
4,2,2015-05-19,10211,953,1,0,0,0
4,3,2015-05-20,13249,1354,1,1,0,0
4,4,2015-05-21,14049,1323,1,1,0,0
4,5,2015-05-22,15114,1713,1,1,0,0
4,6,2015-05-23,6190,567,1,0,0,0
4,7,2015-05-24,0,0,0,1,0,0
4,1,2015-05-25,13343,1516,1,1,0,0
4,2,2015-05-26,14789,1467,1,1,0,0
4,3,2015-05-27,9557,933,1,0,0,0
4,4,2015-05-28,9602,1127,1,0,0,0
4,5,2015-05-29,12552,1429,1,1,0,0
4,6,2015-05-30,9665,1130,1,1,0,0
4,7,2015-05-31,0,0,0,0,0,0
4,1,2015-06-01,12214,1377,1,0,0,0
4,2,2015-06-02,9122,936,1,0,0,0
4,3,2015-06-03,8848,862,1,0,0,0
4,4,2015-06-04,9503,1028,1,0,0,0
4,5,2015-06-05,12933,1483,1,0,0,0
4,6,2015-06-06,8361,830,1,0,0,0
4,7,2015-06-07,0,0,0,1,0,0
4,1,2015-06-08,13921,1369,1,1,0,0
4,2,2015-06-09,9843,1011,1,0,0,0
4,3,2015-06-10,10224,1164,1,0,0,0
4,4,2015-06-11,9733,923,1,0,0,0
4,5,2015-06-12,10594,1154,1,0,0,0
4,6,2015-06-13,9403,863,1,1,0,0
4,7,2015-06-14,0,0,0,0,0,0
4,1,2015-06-15,15304,1536,1,1,0,0
4,2,2015-06-16,9631,1077,1,0,0,0
4,3,2015-06-17,10955,1159,1,0,0,0
4,4,2015-06-18,12570,1333,1,1,0,0
4,5,2015-06-19,15361,1519,1,1,0,0
4,6,2015-06-20,9085,941,1,1,0,0
4,7,2015-06-21,6866,747,1,1,0,0
4,1,2015-06-22,16029,1580,1,1,0,0
4,2,2015-06-23,13885,1449,1,1,0,0
4,3,2015-06-24,13000,1233,1,1,0,0
4,4,2015-06-25,10497,1077,1,0,0,0
4,5,2015-06-26,10341,947,1,0,0,0
4,6,2015-06-27,8777,867,1,0,0,0
4,7,2015-06-28,6085,694,1,1,0,0
4,1,2015-06-29,10371,1153,1,0,0,0
4,2,2015-06-30,12117,1210,1,1,0,0
4,3,2015-07-01,13398,1260,1,1,0,0
4,4,2015-07-02,10827,1001,1,0,0,1
4,5,2015-07-03,14351,1617,1,1,0,0
4,6,2015-07-04,8020,824,1,0,0,0
4,7,2015-07-05,5106,509,1,0,0,0
4,1,2015-07-06,14752,1489,1,1,0,1
4,2,2015-07-07,10089,997,1,1,0,0
4,3,2015-07-08,9769,983,1,0,0,0
4,4,2015-07-09,11275,1170,1,0,0,0
4,5,2015-07-10,13733,1274,1,1,0,0
4,6,2015-07-11,9197,849,1,1,0,0
4,7,2015-07-12,5411,506,1,0,0,0
4,1,2015-07-13,10333,939,1,0,0,0
4,2,2015-07-14,9425,916,1,0,0,1
4,3,2015-07-15,0,0,0,0,0,0
4,4,2015-07-16,11158,1046,1,0,0,1
4,5,2015-07-17,9755,913,1,0,0,0
4,6,2015-07-18,7620,723,1,0,0,1
4,7,2015-07-19,0,0,0,1,0,1
4,1,2015-07-20,11756,1361,1,0,0,0
4,2,2015-07-21,8435,810,1,0,0,1
4,3,2015-07-22,10141,1162,1,0,0,0
4,4,2015-07-23,9814,987,1,0,0,0
4,5,2015-07-24,11089,1147,1,0,0,0
4,6,2015-07-25,7594,877,1,0,0,1
4,7,2015-07-26,0,0,0,0,0,1
4,1,2015-07-27,10638,1162,1,0,0,1
4,2,2015-07-28,9610,1080,1,0,0,1
4,3,2015-07-29,15362,1474,1,1,0,1
4,4,2015-07-30,10970,1241,1,0,0,0
4,5,2015-07-31,0,0,0,0,0,0
5,2,2013-01-01,4466,433,1,1,a,0
5,3,2013-01-02,6132,590,1,1,0,0
5,4,2013-01-03,6331,720,1,1,0,1
5,5,2013-01-04,5844,566,1,0,0,0
5,6,2013-01-05,3829,431,1,0,0,1
5,7,2013-01-06,3762,376,1,1,0,0
5,1,2013-01-07,4742,445,1,0,0,0
5,2,2013-01-08,5841,550,1,1,0,0
5,3,2013-01-09,5274,493,1,0,0,1
5,4,2013-01-10,4973,561,1,0,0,0
5,5,2013-01-11,5500,509,1,0,0,0
5,6,2013-01-12,6398,619,1,1,0,0
5,7,2013-01-13,0,0,0,0,0,1
5,1,2013-01-14,5605,642,1,0,0,0
5,2,2013-01-15,6079,575,1,1,0,1
5,3,2013-01-16,5914,608,1,1,0,1
5,4,2013-01-17,5506,577,1,0,0,0
5,5,2013-01-18,5471,639,1,0,0,0
5,6,2013-01-19,4162,416,1,0,0,1
5,7,2013-01-20,0,0,0,1,0,0
5,1,2013-01-21,6276,621,1,1,0,0
5,2,2013-01-22,7163,712,1,1,0,1
5,3,2013-01-23,4931,485,1,1,0,0
5,4,2013-01-24,5181,493,1,0,0,1
5,5,2013-01-25,6624,665,1,1,0,0
5,6,2013-01-26,3642,369,1,0,0,1
5,7,2013-01-27,0,0,0,0,0,0
5,1,2013-01-28,6246,595,1,1,0,0
5,2,2013-01-29,6171,706,1,1,0,0
5,3,2013-01-30,5150,559,1,0,0,1
5,4,2013-01-31,7360,696,1,1,0,0
5,5,2013-02-01,5938,541,1,0,0,0
5,6,2013-02-02,3509,327,1,0,0,0
5,7,2013-02-03,0,0,0,1,0,0
5,1,2013-02-04,6553,596,1,1,0,0
5,2,2013-02-05,7018,737,1,1,0,0
5,3,2013-02-06,6852,648,1,1,0,0
5,4,2013-02-07,3481,364,1,0,0,0
5,5,2013-02-08,5432,558,1,0,0,0
5,6,2013-02-09,4242,485,1,0,0,0
5,7,2013-02-10,2768,267,1,1,0,0
5,1,2013-02-11,4913,449,1,0,0,0
5,2,2013-02-12,4633,422,1,0,0,0
5,3,2013-02-13,4113,483,1,0,0,0
5,4,2013-02-14,5008,484,1,0,0,0
5,5,2013-02-15,5359,507,1,0,0,0
5,6,2013-02-16,5383,515,1,1,0,0
5,7,2013-02-17,0,0,0,1,0,0
5,1,2013-02-18,6083,559,1,0,0,0
5,2,2013-02-19,5442,624,1,0,0,0
5,3,2013-02-20,5871,670,1,1,0,0
5,4,2013-02-21,5448,607,1,0,0,0
5,5,2013-02-22,4905,499,1,1,0,0
5,6,2013-02-23,4549,430,1,0,0,0
5,7,2013-02-24,0,0,0,1,0,0
5,1,2013-02-25,6746,669,1,0,0,0
5,2,2013-02-26,5501,557,1,0,0,0
5,3,2013-02-27,4058,386,1,0,0,0
5,4,2013-02-28,5959,578,1,0,0,0
5,5,2013-03-01,8950,866,1,1,0,0
5,6,2013-03-02,4987,531,1,0,0,0
5,7,2013-03-03,0,0,0,1,0,0
5,1,2013-03-04,6183,599,1,0,0,0
5,2,2013-03-05,6301,637,1,0,0,0
5,3,2013-03-06,7226,824,1,1,0,0
5,4,2013-03-07,5308,579,1,0,0,0
5,5,2013-03-08,7837,789,1,1,0,0
5,6,2013-03-09,4439,414,1,0,0,0
5,7,2013-03-10,0,0,0,0,0,0
5,1,2013-03-11,6711,624,1,1,0,0
5,2,2013-03-12,4784,458,1,0,0,0
5,3,2013-03-13,6027,669,1,0,0,0
5,4,2013-03-14,6197,711,1,1,0,0
5,5,2013-03-15,5638,619,1,0,0,0
5,6,2013-03-16,4304,452,1,0,0,0
5,7,2013-03-17,3372,314,1,0,0,0
5,1,2013-03-18,6025,694,1,0,0,0
5,2,2013-03-19,6013,705,1,0,0,0
5,3,2013-03-20,6478,638,1,0,0,0
5,4,2013-03-21,7642,863,1,1,0,0
5,5,2013-03-22,5978,560,1,0,0,0
5,6,2013-03-23,6208,642,1,1,0,0
5,7,2013-03-24,4345,432,1,1,0,0
5,1,2013-03-25,6802,657,1,1,0,0
5,2,2013-03-26,7764,743,1,1,0,0
5,3,2013-03-27,8347,870,1,1,0,0
5,4,2013-03-28,6780,623,1,1,0,0
5,5,2013-03-29,4827,558,1,1,b,0
5,6,2013-03-30,4468,415,1,0,0,0
5,7,2013-03-31,0,0,0,0,0,0
5,1,2013-04-01,4610,419,1,1,a,0
5,2,2013-04-02,7969,839,1,1,0,0
5,3,2013-04-03,7598,775,1,1,0,1
5,4,2013-04-04,4990,457,1,0,0,0
5,5,2013-04-05,6533,726,1,0,0,0
5,6,2013-04-06,4900,542,1,0,0,0
5,7,2013-04-07,0,0,0,0,0,1
5,1,2013-04-08,6170,625,1,0,0,1
5,2,2013-04-09,6007,636,1,0,0,1
5,3,2013-04-10,7746,732,1,1,0,0
5,4,2013-04-11,5729,577,1,0,0,0
5,5,2013-04-12,7944,864,1,1,0,0
5,6,2013-04-13,4613,502,1,0,0,1
5,7,2013-04-14,5068,508,1,1,0,0
5,1,2013-04-15,7151,831,1,0,0,0
5,2,2013-04-16,7554,702,1,1,0,0
5,3,2013-04-17,6872,715,1,0,0,1
5,4,2013-04-18,6409,592,1,0,0,0
5,5,2013-04-19,6658,685,1,0,0,0
5,6,2013-04-20,4822,465,1,0,0,1
5,7,2013-04-21,3930,396,1,0,0,0
5,1,2013-04-22,6589,620,1,0,0,0
5,2,2013-04-23,7699,791,1,1,0,0
5,3,2013-04-24,9143,981,1,1,0,0
5,4,2013-04-25,6617,777,1,0,0,0
5,5,2013-04-26,7402,708,1,0,0,0
5,6,2013-04-27,4779,514,1,0,0,0
5,7,2013-04-28,0,0,0,0,0,0
5,1,2013-04-29,8877,991,1,1,0,0
5,2,2013-04-30,8523,804,1,1,0,1
5,3,2013-05-01,3820,357,1,0,b,0
5,4,2013-05-02,8925,870,1,1,0,0
5,5,2013-05-03,4891,530,1,0,0,0
5,6,2013-05-04,6531,764,1,1,0,0
5,7,2013-05-05,3898,377,1,1,0,0
5,1,2013-05-06,5451,518,1,0,0,0
5,2,2013-05-07,5692,565,1,0,0,0
5,3,2013-05-08,9433,902,1,1,0,0
5,4,2013-05-09,5687,564,1,0,0,0
5,5,2013-05-10,6724,649,1,0,0,0
5,6,2013-05-11,5976,628,1,0,0,0
5,7,2013-05-12,0,0,0,1,0,0
5,1,2013-05-13,7096,719,1,0,0,0
5,2,2013-05-14,6932,663,1,0,0,0
5,3,2013-05-15,5990,554,1,0,0,0
5,4,2013-05-16,8857,918,1,1,0,0
5,5,2013-05-17,9298,994,1,1,0,0
5,6,2013-05-18,4155,397,1,0,0,0
5,7,2013-05-19,0,0,0,0,0,0
5,1,2013-05-20,6439,642,1,0,0,0
5,2,2013-05-21,6416,679,1,0,0,0
5,3,2013-05-22,6974,727,1,0,0,0
5,4,2013-05-23,5988,560,1,0,0,0
5,5,2013-05-24,9287,893,1,1,0,0
5,6,2013-05-25,6362,611,1,1,0,0
5,7,2013-05-26,3380,311,1,0,0,0
5,1,2013-05-27,8361,830,1,1,0,0
5,2,2013-05-28,7746,785,1,1,0,0
5,3,2013-05-29,6338,673,1,0,0,0
5,4,2013-05-30,8661,809,1,1,0,0
5,5,2013-05-31,8663,991,1,1,0,0
5,6,2013-06-01,3959,394,1,0,0,0
5,7,2013-06-02,0,0,0,1,0,0
5,1,2013-06-03,9507,982,1,1,0,0
5,2,2013-06-04,6186,620,1,0,0,0
5,3,2013-06-05,6226,620,1,0,0,0
5,4,2013-06-06,8627,907,1,1,0,0
5,5,2013-06-07,6323,594,1,1,0,0
5,6,2013-06-08,5126,498,1,0,0,0
5,7,2013-06-09,3373,360,1,0,0,0
5,1,2013-06-10,6800,701,1,0,0,0
5,2,2013-06-11,7811,889,1,1,0,0
5,3,2013-06-12,6700,759,1,0,0,0
5,4,2013-06-13,6160,626,1,0,0,0
5,5,2013-06-14,7151,703,1,0,0,0
5,6,2013-06-15,6564,728,1,1,0,0
5,7,2013-06-16,0,0,0,1,0,0
5,1,2013-06-17,8301,807,1,0,0,0
5,2,2013-06-18,5875,560,1,0,0,0
5,3,2013-06-19,5786,538,1,0,0,0
5,4,2013-06-20,6967,786,1,0,0,0
5,5,2013-06-21,8119,746,1,0,0,0
5,6,2013-06-22,4872,543,1,0,0,0
5,7,2013-06-23,3613,418,1,0,0,0
5,1,2013-06-24,10097,1121,1,1,0,0
5,2,2013-06-25,6365,694,1,0,0,0
5,3,2013-06-26,8976,1015,1,1,0,0
5,4,2013-06-27,8873,948,1,1,0,0
5,5,2013-06-28,6318,633,1,0,0,0
5,6,2013-06-29,4855,472,1,0,0,0
5,7,2013-06-30,0,0,0,0,0,0
5,1,2013-07-01,7597,795,1,0,0,0
5,2,2013-07-02,6905,754,1,0,0,0
5,3,2013-07-03,6321,739,1,0,0,1
5,4,2013-07-04,6771,721,1,0,0,0
5,5,2013-07-05,6545,599,1,0,0,0
5,6,2013-07-06,6219,630,1,1,0,0
5,7,2013-07-07,0,0,0,0,0,0
5,1,2013-07-08,6872,683,1,0,0,0
5,2,2013-07-09,5564,591,1,0,0,0
5,3,2013-07-10,8455,921,1,1,0,0
5,4,2013-07-11,9595,994,1,1,0,0
5,5,2013-07-12,8895,821,1,1,0,0
5,6,2013-07-13,7043,714,1,1,0,0
5,7,2013-07-14,0,0,0,0,0,1
5,1,2013-07-15,7241,699,1,0,0,0
5,2,2013-07-16,5420,498,1,0,0,0
5,3,2013-07-17,7133,665,1,0,0,0
5,4,2013-07-18,8115,749,1,1,0,0
5,5,2013-07-19,8107,814,1,1,0,1
5,6,2013-07-20,5323,525,1,0,0,0
5,7,2013-07-21,0,0,0,0,0,1
5,1,2013-07-22,8325,921,1,1,0,1
5,2,2013-07-23,6605,729,1,1,0,0
5,3,2013-07-24,9052,847,1,1,0,0
5,4,2013-07-25,7545,771,1,1,0,1
5,5,2013-07-26,8243,828,1,1,0,1
5,6,2013-07-27,4463,405,1,0,0,0
5,7,2013-07-28,0,0,0,0,0,1
5,1,2013-07-29,7985,834,1,0,0,0
5,2,2013-07-30,8152,847,1,0,0,0
5,3,2013-07-31,6122,576,1,0,0,1
5,4,2013-08-01,5639,578,1,0,0,1
5,5,2013-08-02,6751,763,1,0,0,1
5,6,2013-08-03,5508,565,1,0,0,1
5,7,2013-08-04,3486,336,1,0,0,0
5,1,2013-08-05,5907,601,1,0,0,1
5,2,2013-08-06,5422,522,1,0,0,1
5,3,2013-08-07,5008,487,1,0,0,0
5,4,2013-08-08,6299,584,1,0,0,1
5,5,2013-08-09,9056,868,1,1,0,1
5,6,2013-08-10,4493,513,1,0,0,1
5,7,2013-08-11,0,0,0,1,0,0
5,1,2013-08-12,6553,665,1,0,0,0
5,2,2013-08-13,0,0,0,0,0,0
5,3,2013-08-14,6142,693,1,0,0,0
5,4,2013-08-15,5166,475,1,0,0,1
5,5,2013-08-16,7910,812,1,1,0,0
5,6,2013-08-17,4889,574,1,0,0,1
5,7,2013-08-18,3340,323,1,0,0,0
5,1,2013-08-19,6951,712,1,0,0,0
5,2,2013-08-20,7213,666,1,0,0,1
5,3,2013-08-21,6473,683,1,0,0,0
5,4,2013-08-22,5926,622,1,0,0,0
5,5,2013-08-23,5685,647,1,0,0,1
5,6,2013-08-24,4940,559,1,0,0,0
5,7,2013-08-25,0,0,0,1,0,0
5,1,2013-08-26,6835,638,1,1,0,0
5,2,2013-08-27,6585,599,1,0,0,1
5,3,2013-08-28,6202,618,1,0,0,0
5,4,2013-08-29,5680,593,1,0,0,1
5,5,2013-08-30,6487,751,1,0,0,0
5,6,2013-08-31,4640,429,1,0,0,1
5,7,2013-09-01,3734,340,1,0,0,0
5,1,2013-09-02,6585,650,1,0,0,0
5,2,2013-09-03,8114,794,1,1,0,0
5,3,2013-09-04,8371,822,1,1,0,0
5,4,2013-09-05,8209,813,1,1,0,0
5,5,2013-09-06,6778,766,1,0,0,0
5,6,2013-09-07,5439,510,1,0,0,0
5,7,2013-09-08,3720,422,1,0,0,0
5,1,2013-09-09,7054,815,1,0,0,0
5,2,2013-09-10,5496,578,1,0,0,0
5,3,2013-09-11,5728,541,1,0,0,0
5,4,2013-09-12,7007,647,1,0,0,0
5,5,2013-09-13,8849,870,1,1,0,0
5,6,2013-09-14,5656,524,1,0,0,0
5,7,2013-09-15,0,0,0,1,0,0
5,1,2013-09-16,4990,506,1,0,0,0
5,2,2013-09-17,6432,700,1,0,0,0
5,3,2013-09-18,7878,800,1,1,0,0
5,4,2013-09-19,6336,691,1,0,0,0
5,5,2013-09-20,6323,705,1,1,0,0
5,6,2013-09-21,4687,444,1,0,0,0
5,7,2013-09-22,0,0,0,0,0,0
5,1,2013-09-23,6963,778,1,0,0,0
5,2,2013-09-24,5917,575,1,0,0,0
5,3,2013-09-25,7351,763,1,1,0,0
5,4,2013-09-26,4979,549,1,0,0,0
5,5,2013-09-27,7247,664,1,0,0,0
5,6,2013-09-28,4281,472,1,0,0,0
5,7,2013-09-29,3994,396,1,1,0,0
5,1,2013-09-30,6461,732,1,0,0,0
5,2,2013-10-01,5461,571,1,0,0,0
5,3,2013-10-02,5353,566,1,0,0,0
5,4,2013-10-03,6391,664,1,0,0,0
5,5,2013-10-04,6780,624,1,0,0,0
5,6,2013-10-05,6343,734,1,1,0,0
5,7,2013-10-06,0,0,0,1,0,0
5,1,2013-10-07,5637,606,1,0,0,0
5,2,2013-10-08,7202,736,1,1,0,0
5,3,2013-10-09,7338,745,1,1,0,0
5,4,2013-10-10,7589,808,1,1,0,0
5,5,2013-10-11,7667,698,1,1,0,0
5,6,2013-10-12,5421,556,1,1,0,0
5,7,2013-10-13,3149,299,1,0,0,0
5,1,2013-10-14,5421,526,1,0,0,0
5,2,2013-10-15,7615,782,1,1,0,0
5,3,2013-10-16,6335,579,1,0,0,0
5,4,2013-10-17,6060,552,1,0,0,0
5,5,2013-10-18,7386,676,1,1,0,0
5,6,2013-10-19,3967,383,1,0,0,0
5,7,2013-10-20,2998,349,1,0,0,0
5,1,2013-10-21,6586,620,1,0,0,0
5,2,2013-10-22,6995,661,1,1,0,0
5,3,2013-10-23,7952,804,1,1,0,0
5,4,2013-10-24,5000,571,1,0,0,0
5,5,2013-10-25,5477,575,1,0,0,0
5,6,2013-10-26,5989,683,1,1,0,0
5,7,2013-10-27,3968,465,1,1,0,0
5,1,2013-10-28,6263,723,1,0,0,0
5,2,2013-10-29,6832,758,1,1,0,0
5,3,2013-10-30,5604,592,1,0,0,0
5,4,2013-10-31,4966,560,1,0,0,0
5,5,2013-11-01,5910,684,1,0,0,0
5,6,2013-11-02,4864,559,1,1,0,0
5,7,2013-11-03,0,0,0,0,0,0
5,1,2013-11-04,4558,450,1,0,0,0
5,2,2013-11-05,7133,742,1,1,0,0
5,3,2013-11-06,4209,470,1,0,0,0
5,4,2013-11-07,4902,453,1,0,0,0
5,5,2013-11-08,7638,774,1,1,0,0
5,6,2013-11-09,3850,395,1,0,0,0
5,7,2013-11-10,3033,291,1,0,0,0
5,1,2013-11-11,5201,505,1,0,0,0
5,2,2013-11-12,5625,551,1,0,0,0
5,3,2013-11-13,5387,569,1,0,0,0
5,4,2013-11-14,6468,628,1,1,0,0
5,5,2013-11-15,5906,633,1,1,0,0
5,6,2013-11-16,3850,398,1,0,0,0
5,7,2013-11-17,0,0,0,0,0,0
5,1,2013-11-18,4231,451,1,0,0,0
5,2,2013-11-19,8046,742,1,1,0,0
5,3,2013-11-20,7048,784,1,1,0,0
5,4,2013-11-21,6066,622,1,1,0,0
5,5,2013-11-22,4441,483,1,0,0,0
5,6,2013-11-23,5274,566,1,1,0,0
5,7,2013-11-24,3983,465,1,1,0,0
5,1,2013-11-25,7327,684,1,1,0,0
5,2,2013-11-26,5042,537,1,0,0,0
5,3,2013-11-27,5322,578,1,0,0,0
5,4,2013-11-28,6303,672,1,1,0,0
5,5,2013-11-29,7754,837,1,1,0,0
5,6,2013-11-30,3588,381,1,0,0,0
5,7,2013-12-01,2880,284,1,0,0,0
5,1,2013-12-02,7533,721,1,1,0,1
5,2,2013-12-03,5261,615,1,0,0,1
5,3,2013-12-04,7701,769,1,1,0,1
5,4,2013-12-05,7390,673,1,0,0,1
5,5,2013-12-06,9341,1030,1,1,0,1
5,6,2013-12-07,5532,542,1,0,0,1
5,7,2013-12-08,4253,458,1,0,0,1
5,1,2013-12-09,7521,811,1,0,0,1
5,2,2013-12-10,7776,720,1,0,0,1
5,3,2013-12-11,6606,614,1,0,0,0
5,4,2013-12-12,8793,1018,1,0,0,0
5,5,2013-12-13,7395,844,1,0,0,1
5,6,2013-12-14,5584,653,1,0,0,0
5,7,2013-12-15,0,0,0,0,0,1
5,1,2013-12-16,8438,984,1,0,0,1
5,2,2013-12-17,8388,773,1,0,0,0
5,3,2013-12-18,7519,755,1,0,0,0
5,4,2013-12-19,6401,712,1,0,0,0
5,5,2013-12-20,9179,1016,1,1,0,1
5,6,2013-12-21,6360,653,1,0,0,0
5,7,2013-12-22,0,0,0,0,0,1
5,1,2013-12-23,6754,627,1,0,0,0
5,2,2013-12-24,7145,729,1,0,0,1
5,3,2013-12-25,4623,476,1,0,b,0
5,4,2013-12-26,5534,576,1,1,a,0
5,5,2013-12-27,7696,845,1,0,0,0
5,6,2013-12-28,4122,408,1,0,0,0
5,7,2013-12-29,0,0,0,0,0,0
5,1,2013-12-30,9323,941,1,1,0,0
5,2,2013-12-31,9563,886,1,1,0,0
5,3,2014-01-01,2955,298,1,0,a,0
5,4,2014-01-02,4133,406,1,0,0,0
5,5,2014-01-03,5296,485,1,0,0,1
5,6,2014-01-04,3346,352,1,0,0,0
5,7,2014-01-05,2941,309,1,0,0,0
5,1,2014-01-06,6042,635,1,0,0,1
5,2,2014-01-07,6966,638,1,1,0,0
5,3,2014-01-08,7060,814,1,1,0,0
5,4,2014-01-09,5929,575,1,0,0,0
5,5,2014-01-10,5742,568,1,0,0,0
5,6,2014-01-11,4321,424,1,0,0,1
5,7,2014-01-12,0,0,0,1,0,0
5,1,2014-01-13,6550,705,1,0,0,0
5,2,2014-01-14,6155,722,1,0,0,0
5,3,2014-01-15,5257,499,1,0,0,0
5,4,2014-01-16,4936,483,1,0,0,0
5,5,2014-01-17,6419,595,1,0,0,0
5,6,2014-01-18,4655,423,1,1,0,0
5,7,2014-01-19,0,0,0,1,0,1
5,1,2014-01-20,6875,741,1,1,0,1
5,2,2014-01-21,7359,821,1,1,0,1
5,3,2014-01-22,7184,784,1,1,0,1
5,4,2014-01-23,4844,462,1,0,0,0
5,5,2014-01-24,5180,507,1,0,0,0
5,6,2014-01-25,3769,442,1,0,0,0
5,7,2014-01-26,2563,300,1,0,0,1
5,1,2014-01-27,5613,619,1,0,0,1
5,2,2014-01-28,5747,559,1,0,0,1
5,3,2014-01-29,5408,513,1,0,0,0
5,4,2014-01-30,5029,490,1,0,0,1
5,5,2014-01-31,4598,428,1,0,0,1
5,6,2014-02-01,5571,532,1,1,0,0
5,7,2014-02-02,2475,234,1,0,0,0
5,1,2014-02-03,7251,729,1,1,0,0
5,2,2014-02-04,5186,551,1,0,0,0
5,3,2014-02-05,6241,624,1,1,0,0
5,4,2014-02-06,5183,563,1,0,0,0
5,5,2014-02-07,5703,566,1,0,0,0
5,6,2014-02-08,4295,396,1,0,0,0
5,7,2014-02-09,0,0,0,0,0,0
5,1,2014-02-10,6898,669,1,1,0,0
5,2,2014-02-11,6710,720,1,1,0,0
5,3,2014-02-12,5829,554,1,0,0,0
5,4,2014-02-13,4322,452,1,0,0,0
5,5,2014-02-14,6065,661,1,0,0,0
5,6,2014-02-15,3991,440,1,0,0,0
5,7,2014-02-16,3176,369,1,0,0,0
5,1,2014-02-17,6143,629,1,0,0,0
5,2,2014-02-18,7551,696,1,1,0,0
5,3,2014-02-19,5091,582,1,0,0,0
5,4,2014-02-20,4768,490,1,0,0,0
5,5,2014-02-21,5460,508,1,0,0,0
5,6,2014-02-22,4298,474,1,0,0,0
5,7,2014-02-23,3929,458,1,1,0,0
5,1,2014-02-24,5787,536,1,0,0,0
5,2,2014-02-25,6026,641,1,1,0,0
5,3,2014-02-26,5230,611,1,0,0,0
5,4,2014-02-27,6068,656,1,0,0,0
5,5,2014-02-28,7275,851,1,1,0,0
5,6,2014-03-01,6095,620,1,1,0,0
5,7,2014-03-02,0,0,0,0,0,0
5,1,2014-03-03,5518,575,1,0,0,0
5,2,2014-03-04,5426,568,1,0,0,0
5,3,2014-03-05,7097,763,1,1,0,0
5,4,2014-03-06,6049,700,1,0,0,0
5,5,2014-03-07,8649,1015,1,1,0,0
5,6,2014-03-08,5206,481,1,0,0,0
5,7,2014-03-09,3315,370,1,1,0,0
5,1,2014-03-10,5203,576,1,0,0,0
5,2,2014-03-11,7916,828,1,1,0,0
5,3,2014-03-12,5823,549,1,0,0,0
5,4,2014-03-13,5683,528,1,0,0,0
5,5,2014-03-14,5566,540,1,0,0,0
5,6,2014-03-15,4180,454,1,0,0,0
5,7,2014-03-16,3795,384,1,0,0,0
5,1,2014-03-17,5701,594,1,0,0,0
5,2,2014-03-18,5341,544,1,0,0,0
5,3,2014-03-19,5177,528,1,0,0,0
5,4,2014-03-20,6196,648,1,0,0,0
5,5,2014-03-21,7419,771,1,1,0,0
5,6,2014-03-22,5129,586,1,0,0,0
5,7,2014-03-23,0,0,0,0,0,0
5,1,2014-03-24,6945,713,1,0,0,0
5,2,2014-03-25,4952,471,1,0,0,0
5,3,2014-03-26,8226,773,1,1,0,0
5,4,2014-03-27,7408,725,1,1,0,0
5,5,2014-03-28,8333,978,1,1,0,0
5,6,2014-03-29,4051,410,1,0,0,0
5,7,2014-03-30,0,0,0,1,0,0
5,1,2014-03-31,7214,717,1,0,0,0
5,2,2014-04-01,5644,567,1,0,0,1
5,3,2014-04-02,5521,550,1,0,0,0
5,4,2014-04-03,7484,723,1,1,0,0
